  0.000000  -0.116411
  0.000732   0.040753
  0.001465   0.212919
  0.002197   0.021519
  0.002930  -0.127108
  0.003662  -0.024125
  0.004395   0.038622
  0.005127   0.037981
  0.005859   0.231508
  0.006592   0.465399
  0.007324   0.050001
  0.008057   0.311772
  0.008789   0.506420
  0.009521  -0.133228
  0.010254   0.442354
  0.010986   0.528302
  0.011719   0.821237
  0.012451   0.154239
  0.013184   0.415748
  0.013916   0.733309
  0.014648   0.049747
  0.015381   0.205083
  0.016113   0.155715
  0.016846   0.225593
  0.017578   1.144905
  0.018311   1.009998
  0.019043   0.236110
  0.019775   0.945974
  0.020508   0.989882
  0.021240   0.368151
  0.021973   0.793301
  0.022705   0.451776
  0.023438   0.959290
  0.024170   0.528681
  0.024902   0.967828
  0.025635   1.298787
  0.026367   0.943238
  0.027100   1.417217
  0.027832   0.719633
  0.028564   1.529722
  0.029297   1.209723
  0.030029   1.068894
  0.030762   1.112932
  0.031494   0.959790
  0.032227   1.151553
  0.032959   0.743450
  0.033691   1.648573
  0.034424   1.105631
  0.035156   1.002938
  0.035889   1.142028
  0.036621   0.889159
  0.037354   1.075473
  0.038086   1.342529
  0.038818   1.012986
  0.039551   1.241940
  0.040283   1.401142
  0.041016   1.909601
  0.041748   1.337653
  0.042480   1.179787
  0.043213   1.705307
  0.043945   1.484869
  0.044678   1.725486
  0.045410   1.882910
  0.046143   1.143512
  0.046875   1.927148
  0.047607   1.497452
  0.048340   2.062855
  0.049072   1.464894
  0.049805   1.483246
  0.050537   1.325250
  0.051270   1.511686
  0.052002   2.184471
  0.052734   1.860205
  0.053467   2.065369
  0.054199   1.559837
  0.054932   1.402295
  0.055664   2.174458
  0.056396   1.549293
  0.057129   1.824200
  0.057861   1.469210
  0.058594   1.958828
  0.059326   1.956714
  0.060059   1.764043
  0.060791   1.496885
  0.061523   2.141559
  0.062256   2.154340
  0.062988   2.023052
  0.063721   2.153025
  0.064453   1.570874
  0.065186   2.258913
  0.065918   1.891781
  0.066650   2.066750
  0.067383   1.973151
  0.068115   1.741376
  0.068848   2.155070
  0.069580   1.823426
  0.070312   2.140471
  0.071045   2.098282
  0.071777   2.147593
  0.072510   2.462110
  0.073242   2.241251
  0.073975   2.456533
  0.074707   2.423581
  0.075439   1.858417
  0.076172   2.259038
  0.076904   2.700947
  0.077637   1.958856
  0.078369   2.112476
  0.079102   1.910281
  0.079834   2.424384
  0.080566   2.204530
  0.081299   2.473701
