  0.000000  -0.136125
  0.011719   0.642737
  0.023438   0.710774
  0.035156   1.162317
  0.046875   1.566049
  0.058594   1.870682
  0.070312   2.561461
  0.082031   1.984406
  0.093750   2.884525
  0.105469   2.854050
  0.117188   2.258028
  0.128906   2.583994
  0.140625   2.147290
  0.152344   2.276834
  0.164062   1.568552
  0.175781   1.837391
  0.187500   1.108106
  0.199219   1.050954
  0.210938   0.860434
  0.222656   0.125680
  0.234375  -0.089968
  0.246094   0.470463
  0.257812  -0.426566
  0.269531  -0.148848
  0.281250  -0.514120
  0.292969  -0.230082
  0.304688  -0.333478
  0.316406   0.249541
  0.328125  -0.052706
  0.339844   0.149613
  0.351562   0.491648
  0.363281   0.661764
  0.375000   0.203892
  0.386719   0.163544
  0.398438   0.339466
  0.410156   0.860351
  0.421875   0.735810
  0.433594   0.263846
  0.445312   0.931168
  0.457031   0.501845
  0.468750  -0.127418
  0.480469  -0.101655
  0.492188  -0.169452
  0.503906  -0.122335
  0.515625   0.216801
  0.527344  -0.314368
  0.539062  -0.704518
  0.550781  -0.765752
  0.562500  -1.005319
  0.574219  -0.233100
  0.585938  -0.687563
  0.597656  -0.827206
  0.609375  -0.217960
  0.621094  -0.342707
  0.632812  -0.035986
  0.644531  -0.686740
  0.656250  -0.487648
  0.667969  -0.308863
  0.679688   0.538782
  0.691406   0.298069
  0.703125   0.498315
  0.714844   0.475471
  0.726562   0.173723
  0.738281  -0.319887
  0.750000   0.389966
  0.761719   0.059470
  0.773438  -0.083638
  0.785156  -0.624246
  0.796875  -0.500301
  0.808594  -0.992164
  0.820312  -1.918367
  0.832031  -1.320853
  0.843750  -1.628643
  0.855469  -2.415199
  0.867188  -2.522710
  0.878906  -2.213736
  0.890625  -2.236078
  0.902344  -2.433379
  0.914062  -2.893196
  0.925781  -1.882938
  0.937500  -2.067339
  0.949219  -1.781928
  0.960938  -1.759943
  0.972656  -1.236850
  0.984375  -1.033107
  0.996094   0.284299
  1.007812   0.094532
  1.019531   0.390603
  1.031250   0.743771
  1.042969   1.232560
  1.054688   2.104220
  1.066406   2.471440
  1.078125   2.760820
  1.089844   2.175301
  1.101562   2.924874
