  0.000000   0.176922
  0.002930  -0.274911
  0.005859   0.245440
  0.008789  -0.082001
  0.011719   0.859060
  0.014648   0.561135
  0.017578   0.478074
  0.020508   0.816169
  0.023438   0.682298
  0.026367   1.012804
  0.029297   0.588109
  0.032227   1.591852
  0.035156   1.473739
  0.038086   1.423467
  0.041016   1.823612
  0.043945   1.899649
  0.046875   1.526969
  0.049805   1.561644
  0.052734   1.654897
  0.055664   1.854238
  0.058594   2.090278
  0.061523   2.113092
  0.064453   1.937198
  0.067383   2.542366
  0.070312   2.351464
  0.073242   2.476231
  0.076172   1.806567
  0.079102   1.952694
  0.082031   2.605012
  0.084961   2.480290
  0.087891   2.195456
  0.090820   2.371006
  0.093750   2.670775
  0.096680   2.782816
  0.099609   2.507908
  0.102539   2.626433
  0.105469   2.319212
  0.108398   2.841121
  0.111328   2.179082
  0.114258   2.621040
  0.117188   2.358449
  0.120117   2.158890
  0.123047   2.494171
  0.125977   2.005678
  0.128906   2.650898
  0.131836   2.284426
  0.134766   2.773319
  0.137695   1.950646
  0.140625   2.527255
  0.143555   2.021598
  0.146484   2.314416
  0.149414   2.047318
  0.152344   2.488973
  0.155273   1.534767
  0.158203   1.806200
  0.161133   1.994914
  0.164062   2.108131
  0.166992   1.657331
  0.169922   1.944451
  0.172852   1.667168
  0.175781   1.053778
  0.178711   1.023179
  0.181641   0.893566
  0.184570   1.557075
  0.187500   1.620654
  0.190430   1.203259
  0.193359   0.977379
  0.196289   0.730740
  0.199219   0.837121
  0.202148   0.955867
  0.205078   1.162571
  0.208008   1.022378
  0.210938   0.962113
  0.213867   0.529067
  0.216797   0.929651
  0.219727   0.548044
  0.222656   0.785994
  0.225586   0.716817
  0.228516   0.557606
  0.231445   0.420788
  0.234375  -0.102044
  0.237305   0.086765
  0.240234  -0.258937
  0.243164  -0.279082
  0.246094   0.019172
  0.249023   0.010969
  0.251953   0.247812
  0.254883  -0.270449
  0.257812   0.342597
  0.260742  -0.059829
  0.263672   0.219585
  0.266602   0.295322
  0.269531  -0.060718
  0.272461   0.166752
  0.275391  -0.015868
  0.278320  -0.229949
  0.281250  -0.341464
  0.284180  -0.671736
  0.287109  -0.054622
  0.290039   0.017480
  0.292969  -0.117614
  0.295898  -0.218361
  0.298828  -0.212207
  0.301758  -0.334697
  0.304688   0.202823
  0.307617  -0.320854
  0.310547   0.242744
  0.313477   0.083859
  0.316406  -0.445548
  0.319336   0.019947
  0.322266  -0.217118
  0.325195  -0.213309
  0.328125  -0.505663
  0.331055  -0.037893
  0.333984  -0.006593
  0.336914   0.043961
  0.339844   0.545127
  0.342773  -0.148247
  0.345703   0.419363
  0.348633   0.565684
  0.351562   0.498755
  0.354492   0.371394
  0.357422   0.615802
  0.360352   0.211921
  0.363281   0.327868
  0.366211   0.402268
  0.369141   0.793723
  0.372070   0.804422
  0.375000   0.551719
  0.377930   0.560423
  0.380859   0.640396
  0.383789   0.246888
  0.386719   0.146341
  0.389648   0.221268
  0.392578   0.691481
  0.395508   0.112187
  0.398438   0.644812
  0.401367   0.657767
  0.404297   0.896635
  0.407227   0.874938
  0.410156   0.326657
  0.413086   0.300061
  0.416016   0.252257
  0.418945   0.380345
  0.421875   0.789039
  0.424805   0.739014
  0.427734   0.883258
  0.430664   0.758006
  0.433594   0.978948
  0.436523   0.654761
  0.439453   0.639571
  0.442383   0.757273
  0.445312   0.269524
  0.448242   0.462814
  0.451172   0.141136
  0.454102   0.734422
  0.457031   0.967938
  0.459961   0.004428
  0.462891   0.576158
  0.465820   0.525883
  0.468750   0.541294
  0.471680   0.164643
  0.474609   0.694060
  0.477539   0.583790
  0.480469   0.258707
  0.483398   0.236854
  0.486328   0.527777
  0.489258  -0.282142
  0.492188  -0.306368
  0.495117   0.210294
  0.498047   0.367812
  0.500977  -0.213251
  0.503906   0.270615
  0.506836   0.376515
  0.509766  -0.077857
  0.512695  -0.184268
  0.515625  -0.124927
  0.518555  -0.429157
  0.521484  -0.652501
  0.524414  -0.361500
  0.527344   0.023173
  0.530273  -0.199938
  0.533203  -0.773526
  0.536133  -0.856664
  0.539062  -0.864380
  0.541992  -0.735445
  0.544922  -0.199079
  0.547852  -0.945132
  0.550781  -0.749723
  0.553711  -0.609909
  0.556641  -0.372887
  0.559570  -0.127200
  0.562500  -0.327770
