    -4.95025   0.00238574   0.00465988  -0.00561584   0.00878215   0.00872174   -0.0126828 
     -4.9005   0.00476775   0.00930577   -0.0111745    0.0174455     0.017213   -0.0249636 
    -4.85075   0.00714247    0.0139243   -0.0166217    0.0258775    0.0252585   -0.0364692 
      -4.801   0.00950647    0.0185027   -0.0219065    0.0339733     0.032663   -0.0468652 
    -4.75124    0.0118565    0.0230289   -0.0269815    0.0416368    0.0392556   -0.0558643 
    -4.70149    0.0141895    0.0274914   -0.0318036    0.0487813    0.0448925   -0.0632326 
    -4.65174    0.0165025    0.0318794   -0.0363336    0.0553305    0.0494593   -0.0687934 
    -4.60199    0.0187927     0.036183   -0.0405371    0.0612186    0.0528719   -0.0724293 
    -4.55224    0.0210576    0.0403928   -0.0443839    0.0663908    0.0550769   -0.0740816 
    -4.50249    0.0232946       0.0445   -0.0478488    0.0708034     0.056051   -0.0737486 
    -4.45274    0.0255016    0.0484968   -0.0509107    0.0744235    0.0557997   -0.0714823 
    -4.40299    0.0276763    0.0523758   -0.0535533    0.0772289    0.0543552   -0.0673832 
    -4.35323    0.0298169    0.0561304   -0.0557647    0.0792076    0.0517743   -0.0615948 
    -4.30348    0.0319214    0.0597547   -0.0575371    0.0803575    0.0481353   -0.0542969 
    -4.25373    0.0339882    0.0632436    -0.058867    0.0806857    0.0435349   -0.0456987 
    -4.20398    0.0360159    0.0665922   -0.0597543    0.0802078    0.0380849   -0.0360311 
    -4.15423     0.038003    0.0697968    -0.060203    0.0789472     0.031909   -0.0255401 
    -4.10448    0.0399482    0.0728538   -0.0602202    0.0769343    0.0251393    -0.014479 
    -4.05473    0.0418506    0.0757605   -0.0598159    0.0742057    0.0179127  -0.00310253 
    -4.00498    0.0437092    0.0785146   -0.0590031    0.0708036    0.0103686   0.00833992 
    -3.95522     0.045523    0.0811145   -0.0577972    0.0667743   0.00264507    0.0196094 
    -3.90547    0.0472915     0.083559   -0.0562158    0.0621683  -0.00512307    0.0304821 
    -3.85572     0.049014    0.0858474   -0.0542781    0.0570387   -0.0128069    0.0407536 
    -3.80597      0.05069    0.0879794   -0.0520053    0.0514409   -0.0202854    0.0502416 
    -3.75622    0.0523192    0.0899554   -0.0494195    0.0454316   -0.0274471    0.0587883 
    -3.70647    0.0539014     0.091776   -0.0465441    0.0390684    -0.034191    0.0662625 
    -3.65672    0.0554364    0.0934421   -0.0434031    0.0324088   -0.0404284    0.0725593 
    -3.60697    0.0569242    0.0949552    -0.040021      0.02551   -0.0460827    0.0776014 
    -3.55721    0.0583647    0.0963169   -0.0364226    0.0184278   -0.0510904    0.0813379 
    -3.50746    0.0597582    0.0975294   -0.0326328     0.011217   -0.0554008    0.0837432 
    -3.45771    0.0611048     0.098595   -0.0286762   0.00392988   -0.0589761    0.0848162 
    -3.40796    0.0624048    0.0995161   -0.0245772  -0.00338314    -0.061791    0.0845778 
    -3.35821    0.0636587     0.100296   -0.0203596   -0.0106745   -0.0638318     0.083069 
    -3.30846    0.0648668     0.100937   -0.0160466   -0.0178993   -0.0650962    0.0803486 
    -3.25871    0.0660296     0.101442   -0.0116606    -0.025016   -0.0655921    0.0764907 
    -3.20896    0.0671477     0.101816  -0.00722323    -0.031986   -0.0653367    0.0715823 
     -3.1592    0.0682218     0.102062  -0.00275494   -0.0387741   -0.0643557    0.0657207 
    -3.10945    0.0692525     0.102182   0.00172478   -0.0453485   -0.0626819    0.0590106 
     -3.0597    0.0702405     0.102182   0.00619756   -0.0516807   -0.0603543    0.0515627 
    -3.00995    0.0711865     0.102064    0.0106462   -0.0577458   -0.0574174    0.0434905 
     -2.9602    0.0720915     0.101833    0.0150549    -0.063522   -0.0539193    0.0349086 
    -2.91045    0.0729562     0.101493    0.0194087   -0.0689908   -0.0499117    0.0259311 
     -2.8607    0.0737815     0.101048    0.0236942   -0.0741369   -0.0454479    0.0166695 
    -2.81095    0.0745683     0.100501    0.0278991   -0.0789479   -0.0405831   0.00723144 
    -2.76119    0.0753175    0.0998569    0.0320125   -0.0834144   -0.0353723   -0.0022805 
    -2.71144    0.0760301    0.0991196    0.0360244   -0.0875298   -0.0298706     -0.01177 
    -2.66169    0.0767071     0.098293    0.0399264   -0.0912897    -0.024132   -0.0211475 
    -2.61194    0.0773495    0.0973812    0.0437108   -0.0946924    -0.018209   -0.0303312 
    -2.56219    0.0779582    0.0963879    0.0473713   -0.0977384    -0.012152   -0.0392473 
    -2.51244    0.0785343    0.0953171    0.0509026     -0.10043  -0.00600898   -0.0478301 
    -2.46269    0.0790788    0.0941727    0.0543004    -0.102772   0.00017499   -0.0560224 
    -2.41294    0.0795927    0.0929582    0.0575614    -0.104769   0.00635782   -0.0637752 
    -2.36318    0.0800771    0.0916775    0.0606831    -0.106429    0.0125007   -0.0710477 
    -2.31343     0.080533     0.090334     0.063664    -0.107761    0.0185683   -0.0778069 
    -2.26368    0.0809614    0.0889313    0.0665034    -0.108775    0.0245287   -0.0840274 
    -2.21393    0.0813633    0.0874727    0.0692011     -0.10948    0.0303534   -0.0896909 
    -2.16418    0.0817398    0.0859617    0.0717579     -0.10989    0.0360177   -0.0947856 
    -2.11443    0.0820919    0.0844013     0.074175    -0.110014    0.0414999   -0.0993061 
    -2.06468    0.0824206    0.0827946    0.0764543    -0.109868     0.046782    -0.103252 
    -2.01493    0.0827269    0.0811448    0.0785982    -0.109462    0.0518489    -0.106629 
    -1.96517    0.0830118    0.0794545    0.0806095    -0.108811    0.0566887    -0.109445 
    -1.91542    0.0832762    0.0777267    0.0824914    -0.107928    0.0612922    -0.111715 
    -1.86567    0.0835211    0.0759639    0.0842475    -0.106826    0.0656531    -0.113454 
    -1.81592    0.0837475    0.0741687    0.0858817    -0.105519    0.0697674    -0.114683 
    -1.76617    0.0839563    0.0723435    0.0873983     -0.10402    0.0736334    -0.115422 
    -1.71642    0.0841484    0.0704907    0.0888015    -0.102341    0.0772516    -0.115695 
    -1.66667    0.0843247    0.0686124    0.0900959    -0.100495    0.0806241    -0.115527 
    -1.61692    0.0844861    0.0667108    0.0912864   -0.0984957    0.0837549    -0.114943 
    -1.56716    0.0846333    0.0647878    0.0923776   -0.0963537    0.0866494    -0.113971 
    -1.51741    0.0847673    0.0628453    0.0933745    -0.094081    0.0893141    -0.112637 
    -1.46766    0.0848888     0.060885     0.094282   -0.0916886    0.0917569    -0.110966 
    -1.41791    0.0849987    0.0589087     0.095105   -0.0891869    0.0939863    -0.108987 
