0.000000 0.000000
0.063467 0.631943
0.126933 1.247658
0.190400 1.831447
0.253866 2.368651
0.317333 2.846127
0.380799 3.252668
0.444266 3.579360
0.507732 3.819854
0.571199 3.970556
0.634665 4.030720
0.698132 4.002434
0.761598 3.890524
0.825065 3.702356
0.888531 3.447548
0.951998 3.137618
1.015464 2.785557
1.078931 2.405364
1.142397 2.011548
1.205864 1.618612
1.269330 1.240546
1.332797 0.890350
1.396263 0.579585
1.459730 0.317986
1.523196 0.113148
1.586663 -0.029714
1.650130 -0.107915
1.713596 -0.121354
1.777063 -0.072478
1.840529 0.033849
1.903996 0.190561
1.967462 0.388689
2.030929 0.617723
2.094395 0.866026
2.157862 1.121288
2.221328 1.371007
2.284795 1.602960
2.348261 1.805672
2.411728 1.968851
2.475194 2.083771
2.538661 2.143595
2.602127 2.143636
2.665594 2.081520
2.729060 1.957271
2.792527 1.773304
2.855993 1.534324
2.919460 1.247144
2.982926 0.920422
3.046393 0.564326
3.109859 0.190144
3.173326 -0.190145
3.236793 -0.564327
3.300259 -0.920423
3.363725 -1.247144
3.427192 -1.534323
3.490659 -1.773304
3.554125 -1.957271
3.617592 -2.081520
3.681058 -2.143636
3.744525 -2.143595
3.807991 -2.083771
3.871458 -1.968852
3.934924 -1.805672
3.998391 -1.602959
4.061857 -1.371006
4.125324 -1.121288
4.188790 -0.866025
4.252257 -0.617723
4.315723 -0.388689
4.379190 -0.190560
4.442657 -0.033848
4.506123 0.072478
4.569590 0.121354
4.633056 0.107915
4.696522 0.029715
4.759989 -0.113148
4.823455 -0.317986
4.886922 -0.579585
4.950388 -0.890351
5.013855 -1.240547
5.077322 -1.618612
5.140788 -2.011549
5.204255 -2.405365
5.267721 -2.785558
5.331188 -3.137619
5.394654 -3.447549
5.458121 -3.702357
5.521587 -3.890525
5.585053 -4.002434
5.648520 -4.030720
5.711987 -3.970557
5.775453 -3.819854
5.838920 -3.579360
5.902386 -3.252668
5.965853 -2.846127
6.029319 -2.368650
6.092786 -1.831446
6.156252 -1.247657
6.219719 -0.631941
6.283185 0.000002


0.000000 3.000000
0.063467 3.241369
0.126933 3.456191
0.190400 3.642390
0.253866 3.798239
0.317333 3.922387
0.380799 4.013874
0.444266 4.072142
0.507732 4.097043
0.571199 4.088836
0.634665 4.048179
0.698132 3.976120
0.761598 3.874075
0.825065 3.743807
0.888531 3.587394
0.951998 3.407199
1.015464 3.205829
1.078931 2.986099
1.142397 2.750983
1.205864 2.503573
1.269330 2.247028
1.332797 1.984532
1.396263 1.719240
1.459730 1.454234
1.523196 1.192483
1.586663 0.936792
1.650130 0.689769
1.713596 0.453788
1.777063 0.230952
1.840529 0.023076
1.903996 -0.168346
1.967462 -0.342151
2.030929 -0.497517
2.094395 -0.633975
2.157862 -0.751400
2.221328 -0.850012
2.284795 -0.930359
2.348261 -0.993301
2.411728 -1.039991
2.475194 -1.071841
2.538661 -1.090495
2.602127 -1.097794
2.665594 -1.095737
2.729060 -1.086438
2.792527 -1.072088
2.855993 -1.054908
2.919460 -1.037107
2.982926 -1.020837
3.046393 -1.008154
3.109859 -1.000974
3.173326 -1.001038
3.236793 -1.009876
3.300259 -1.028776
3.363725 -1.058759
3.427192 -1.100557
3.490659 -1.154593
3.554125 -1.220977
3.617592 -1.299491
3.681058 -1.389597
3.744525 -1.490439
3.807991 -1.600854
3.871458 -1.719390
3.934924 -1.844330
3.998391 -1.973714
4.061857 -2.105375
4.125324 -2.236971
4.188790 -2.366026
4.252257 -2.489969
4.315723 -2.606180
4.379190 -2.712032
4.442657 -2.804938
4.506123 -2.882396
4.569590 -2.942033
4.633056 -2.981647
4.696522 -2.999249
4.759989 -2.993099
4.823455 -2.961741
4.886922 -2.904032
4.950388 -2.819167
5.013855 -2.706700
5.077322 -2.566556
5.140788 -2.399044
5.204255 -2.204854
